CGDID	A19ID	GeneName
C2_07980W_A	orf19.2184	
C2_07990W_A	tA(AGC)1	tA(AGC)1
C2_08000C_A	orf19.2183	KRE30
C2_08010W_A	orf19.2182	BLM3
C2_08020C_A	orf19.2180	
C2_08030W_A	orf19.2181	
C2_08040C_A	orf19.2179.2	RPS10
C2_08050C_A	orf19.2179	SIT1
C2_08055W_A	RPR1	RPR1
C2_08060W_A	orf19.2178.1	
C2_08070C_A	orf19.2178	MRS4
C2_08080C_A	orf19.2176	IFM3
C2_08090W_A	orf19.2177	
C2_08100W_A	orf19.2175	
C2_08110W_A	orf19.2174	RAD57
C2_08120W_A	orf19.2173	MAF1
C2_08130W_A	orf19.2172	ARA1
C2_08140C_A	orf19.2170	PHM7
C2_08150W_A	orf19.2169	
C2_08160C_A	orf19.2168.3	
C2_08170W_A	orf19.2168	
C2_08180C_A	orf19.2167	
C2_08190W_A	orf19.2166	VMA5
C2_08200W_A	orf19.2165	
C2_08210C_A	orf19.2164.1	MFA1
C2_08240W_A	orf19.2219	ORF298
C2_08260W_A	orf19.2220	
C2_08270C_A	orf19.2222	
C2_08280W_A	orf19.2660	EAF3
C2_08290C_A	orf19.1354	UCF1
C2_08300C_A	orf19.1353	
C2_08310W_A	orf19.1352	TIM22
C2_08320C_A	orf19.1351	
C2_08330W_A	orf19.1350	
C2_08340C_A	orf19.1349	
C2_08350C_A	orf19.1348	
C2_08360C_A	orf19.5121	OPT5
C2_08370C_A	orf19.1435	TEF1
C2_08380C_A	orf19.1434	
C2_08390W_A	orf19.1433	
C2_08400C_A	orf19.1433.1	
C2_08420W_A	orf19.3639	
C2_08430C_A	orf19.3638	PGA46
C2_08440W_A	orf19.3637	
C2_08450W_A	orf19.3635	
C2_08460C_A	orf19.3633	
C2_08470C_A	orf19.3631	STN1
C2_08480W_A	orf19.3630	RRP8
C2_08490W_A	orf19.3629	DSE1
C2_08500W_A	orf19.3628	RSP5
C2_08510W_A	orf19.3627	
C2_08520C_A	orf19.3626.1	
C2_08530C_A	orf19.3626	
C2_08540C_A	orf19.3625	
C2_08550C_A	orf19.3624	MSU1
C2_08560W_A	orf19.3623	SMC2
C2_08570W_A	orf19.3622	ANP1
C2_08580W_A	orf19.3621	
C2_08590W_A	orf19.3618	YWP1
C2_08600W_A	orf19.3617	GTR1
C2_08610W_A	orf19.3616	ERG9
C2_08620W_A	orf19.3615	
C2_08630C_A	orf19.3613	
C2_08640C_A	orf19.3612	PST2
C2_08650W_A	orf19.3611	
C2_08660C_A	orf19.3610	
C2_08670C_A	orf19.3609	UTP15
C2_08680W_A	orf19.3608	MSH3
C2_08690C_A	orf19.3607	
C2_08700C_A	orf19.3606	
C2_08710W_A	orf19.3605	PEX17
C2_08720W_A	orf19.3604	
C2_08730W_A	orf19.3603	MFG1
C2_08740W_A	orf19.3601	
C2_08750W_A	orf19.3600	
C2_08760C_A	orf19.3599	TIF4631
C2_08770C_A	orf19.3594	
C2_08780W_A	orf19.3593	RPT6
C2_08790W_A	orf19.3592	JEM1
C2_08800C_A	orf19.3591	APE3
C2_08810C_A	orf19.3590	IPP1
C2_08820C_A	orf19.3589	SPO11
C2_08830W_A	orf19.3586	
C2_08840W_A	orf19.3585	
C2_08850C_A	orf19.225	
C2_08860W_A	orf19.223	
C2_08870C_A	orf19.220	PIR1
C2_08880W_A	orf19.218	BUD20
C2_08890W_A	orf19.217	
C2_08900W_A	orf19.216.1	
C2_08910C_A	orf19.216	
C2_08920W_A	orf19.215	
C2_08930W_A	orf19.213	
C2_08940C_A	orf19.212	VPS28
C2_08950W_A	orf19.211	
C2_08960C_A	orf19.210	
C2_08970C_A	orf19.209	DFG10
C2_08980C_A	orf19.207	PGA55
C2_08990C_A	orf19.206	
C2_09000C_A	orf19.204	
C2_09010W_A	orf19.203	STB3
C2_09020W_A	orf19.202	CDC47
C2_09030W_A	orf19.201	
C2_09040W_A	orf19.200	
C2_09050C_A	orf19.199	
C2_09060C_A	orf19.198	ASN1
C2_09070C_A	orf19.4066	
C2_09080C_A	orf19.4067	FGR18
C2_09100C_A	orf19.4068	
C2_09110C_A	orf19.4069	
C2_09120C_A	orf19.4070	
C2_09130C_A	orf19.4072	IFF6
C2_09140C_A	orf19.4076	MET10
C2_09150W_A	orf19.4077	MIT1
C2_09160W_A	orf19.4078	
C2_09170W_A	orf19.4079	SLP2
C2_09180W_A	orf19.4080	
C2_09200W_A	tP(UGG)2	tP(UGG)2
C2_09210W_A	orf19.4081	
C2_09220W_A	orf19.4082	DDR48
C2_09230C_A	orf19.4084	KIS1
C2_09240C_A	orf19.4085	
C2_09250W_A	orf19.4086	
C2_09260C_A	orf19.4088	GLO2
C2_09270C_A	orf19.4089	SGT1
C2_09280C_A	orf19.4090	
C2_09290W_A	orf19.4090.1	
C2_09300W_A	orf19.4091	MED18
C2_09310C_A	orf19.4092	
C2_09320C_A	orf19.4093	PES1
C2_09330C_A	orf19.4094	
C2_09340W_A	orf19.4095	
C2_09350W_A	orf19.4096	TAZ1
C2_09360W_A	orf19.4097	
C2_09370C_A	orf19.564	KAR3
C2_09380W_A	orf19.563	RRP15
C2_09390W_A	orf19.1597	ABG1
C2_09400C_A	orf19.1598	ERG24
C2_09410W_A	orf19.1599	
C2_09420W_A	orf19.1600	
C2_09430W_A	orf19.1601	RPL3
C2_09460C_A	orf19.1604	RHA1
C2_09470C_A	orf19.1605	PMS1
C2_09480W_A	orf19.1406	
C2_09490W_A	orf19.1405	PHO13
C2_09500W_A	orf19.1404	
C2_09510C_A	orf19.1403	
C2_09520C_A	orf19.1402	CCT2
C2_09530W_A	orf19.1401	EAP1
C2_09540W_A	snR44c	
C2_09550C_A	snR68	
C2_09560C_A	orf19.1400	
C2_09570C_A	orf19.1397	
C2_09580W_A	orf19.1396	AGE2
C2_09590C_A	orf19.1395	
C2_09600C_A	orf19.1394	
C2_09610W_A	orf19.1393	
C2_09620W_A	orf19.1392	
C2_09630C_A	orf19.1391	
C2_09640W_A	orf19.1390	PMI1
C2_09650W_A	orf19.1389	
C2_09660W_A	orf19.1388	
C2_09670C_A	orf19.1387	
C2_09680W_A	orf19.1386	
C2_09690C_A	orf19.1383	
C2_09700W_A	orf19.1382	YEA4
C2_09710C_A	orf19.1381	
C2_09720W_A	orf19.1378	SUP35
C2_09730C_A	orf19.1377	IPK2
C2_09740W_A	orf19.1376	SSO2
C2_09750W_A	orf19.1375	LEU42
C2_09760W_A	orf19.1374	
C2_09770C_A	orf19.1373	INP51
C2_09780C_A	orf19.1372	
C2_09790W_A	orf19.1371	
C2_09800C_A	orf19.1370	
C2_09810C_A	orf19.1369	
C2_09820W_A	orf19.1368	
C2_09830C_A	orf19.1367.1	
C2_09840W_A	orf19.1367	MTW1
C2_09850C_A	orf19.1366	
C2_09860C_A	orf19.1365	
C2_09870W_A	orf19.1364	
C2_09880C_A	orf19.1363	
C2_09890W_A	orf19.1362	SMM1
C2_09900C_A	orf19.1361	TIM23
C2_09910C_A	orf19.1360.1	
C2_09920W_A	orf19.1360	
C2_09930W_A	orf19.1359	
C2_09940W_A	orf19.1358	GCN4
C2_09950W_A	orf19.1357	FCY21
C2_09960W_A	orf19.1356	
C2_09970C_A	orf19.1355	
C2_09980W_A	orf19.1785	
C2_09990C_A	orf19.1783	YOR1
C2_10000C_A	orf19.1782.1	
C2_10010C_A	orf19.1782	
C2_10020C_A	orf19.1780	
C2_10030C_A	orf19.1779	MP65
C2_10040W_A	orf19.1778	
C2_10050W_A	orf19.1777	
C2_10060C_A	orf19.1776	
C2_10070W_A	orf19.1774	
C2_10080W_A	orf19.1773	RAP1
C2_10090C_A	orf19.1772	
C2_10100W_A	orf19.1771	CWC22
C2_10110W_A	orf19.1770	CYC1
C2_10120W_A	orf19.1769	
C2_10130W_A	orf19.1768	
C2_10140W_A	orf19.1767	
C2_10150W_A	orf19.1766	
C2_10160W_A	orf19.1765	
C2_10170C_A	orf19.1764	
C2_10180W_A	orf19.1763	IFR1
C2_10190C_A	orf19.1762	OCA1
C2_10200W_A	orf19.1761	
C2_10210C_A	orf19.1760	RAS1
C2_10220C_A	orf19.1759	PHO23
C2_10230W_A	orf19.1757	
C2_10240W_A	orf19.1756	GPD1
C2_10250C_A	orf19.1755	SET2
C2_10260C_A	orf19.1754	CMK2
C2_10270W_A	orf19.1753	PUS7
C2_10280C_A	orf19.1751	SPT23
C2_10290W_A	orf19.1750	SLR1
C2_10300C_A	orf19.1748	
C2_10310C_A	orf19.1747	KIP2
C2_10320C_A	orf19.1746	
C2_10330C_A	orf19.1745	
C2_10340W_A	orf19.1744	HEM4
C2_10350C_A	orf19.1743	ACS1
C2_10360C_A	orf19.1742	HEM3
C2_10420W_A	orf19.3490	FGR6-4
C2_10430C_A	orf19.5316	FGR29
C2_10440C_A	orf19.5318	RAD1
C2_10450W_A	orf19.5320	NCE4
C2_10460C_A	orf19.5321	
C2_10470C_A	orf19.5322	
C2_10480W_A	orf19.5323	MDH1-3
C2_10490C_A	tV(UAC)1	tV(UAC)1
C2_10500W_A	tF(GAA)4	tF(GAA)4
C2_10530C_A	orf19.5325	KIN3
C2_10540W_A	orf19.5326	
C2_10550C_A	orf19.5328	GCN1
C2_10560C_A	orf19.5334	ZSF1
C2_10570W_A	orf19.5335	SGS1
C2_10580W_A	orf19.5337	UBC15
C2_10590W_A	orf19.5338	GAL4
C2_10600W_A	orf19.5339	
C2_10610W_A	orf19.5340	GYP5
C2_10620W_A	orf19.5341	RPS4A
C2_10630W_A	orf19.5342	
C2_10640C_A	orf19.5342.1	MTR2
C2_10650W_A	orf19.5342.2	
C2_10660W_A	orf19.5343	ASH1
C2_10670W_A	orf19.5345	
C2_10680W_A	orf19.5346	
C2_10690W_A	orf19.5348	TPS3
C2_10700C_A	orf19.5350	
C2_10710W_A	orf19.5351	TIF11
C2_10720C_A	orf19.5352	
C2_10730W_A	orf19.5353	
C2_10740C_A	orf19.5356	
C2_10750C_A	orf19.5357	AKL1
C2_10760C_A	orf19.5358	
C2_10770W_A	orf19.5360	RPC11
C2_10780C_A	orf19.5362	PSO2
C2_10790C_A	orf19.5363	
C2_10800W_A	snR47	
C2_10810W_A	orf19.5364	
C2_10820C_A	orf19.5365	
C2_10830W_A	orf19.5365.1	
C2_10840W_A	orf19.5367	RDH54
C2_10850C_A	orf19.5368	
C2_10860C_A	orf19.5369	
C2_10870W_A	orf19.5370	
C3_00010C_A	orf19.5474	
C3_00020W_A	orf19.5475	
C3_00030C_A	orf19.5469	
C3_00040W_A	orf19.5472	
C3_00050C_A	orf19.5468	
C3_00060W_A	orf19.5467	TLO7
C3_00090W_A	orf19.5466	RPS24
C3_00100W_A	orf19.5465	
C3_00110C_A	orf19.5463	SEC6
C3_00120W_A	orf19.5464	
C3_00130C_A	orf19.5459	
C3_00140W_A	orf19.5462	
C3_00150W_A	orf19.5461	
C3_00160C_A	orf19.5457	
C3_00170C_A	orf19.5455	
C3_00180C_A	orf19.5454	DAL1
C3_00190W_A	orf19.5451	
C3_00200C_A	orf19.5450	ETR1
C3_00210C_A	orf19.5449	
C3_00220W_A	orf19.5447	HGT19
C3_00230C_A	orf19.5446	
C3_00240C_A	orf19.5445	GLO3
C3_00250C_A	orf19.5444	TIM44
C3_00260C_A	orf19.5443	BNA4
C3_00270C_A	orf19.5442	
C3_00280C_A	orf19.5441	ULP3
C3_00290W_A	orf19.5440	RPT2
C3_00300W_A	orf19.5439	
C3_00310C_A	orf19.5438	
C3_00320W_A	orf19.5437	RHR2
C3_00330W_A	orf19.5436	UTP8
C3_00340W_A	orf19.5433	
C3_00350W_A	orf19.5432	TPT1
C3_00360W_A	orf19.5431	
C3_00370C_A	orf19.5430	BUD21
C3_00380C_A	orf19.5429	
C3_00390W_A	orf19.5428	
C3_00400C_A	orf19.5426	
C3_00410C_A	orf19.5424	
C3_00420W_A	orf19.5425	
C3_00430W_A	orf19.5423	EST3
C3_00440W_A	orf19.5422	
C3_00450C_A	orf19.5420	
C3_00460W_A	orf19.5419	ATP5
C3_00470W_A	orf19.5418	
C3_00480C_A	orf19.5417	DOT5
C3_00490W_A	orf19.5416	ESA1
C3_00500C_A	orf19.5413	
C3_00510W_A	orf19.5412	
C3_00520W_A	orf19.5411	
C3_00530C_A	orf19.5410	
C3_00540C_A	orf19.5409	IST1
C3_00550C_A	orf19.5408	HRK1
C3_00560C_A	orf19.5407	SOF1
C3_00570C_A	orf19.5406	
C3_00580W_A	orf19.5404.1	FLO9
C3_00590W_A	orf19.5402	
C3_00600W_A	orf19.5399	IFF11
C3_00610W_A	orf19.5397	
C3_00620C_A	orf19.5394.1	
C3_00630W_A	orf19.5395	
C3_00640W_A	orf19.5393	
C3_00650W_A	orf19.5392	NGT1
C3_00660W_A	orf19.5391	
C3_00670C_A	orf19.5389	FKH2
C3_00680C_A	orf19.5390	
C3_00690C_A	orf19.5388	SWD1
C3_00700W_A	orf19.5387	VPS8
C3_00710W_A	orf19.5384	CHS8
C3_00720W_A	orf19.5383	PMA1
C3_00730W_A	orf19.5381	
C3_00740W_A	orf19.5382	
C3_00750W_A	orf19.5380	LYS144
C3_00760W_A	orf19.5379	ERG4
C3_00770C_A	orf19.5378	SCL1
C3_00780W_A	orf19.5377	HOS2
C3_00790W_A	orf19.5376	
C3_00800W_A	orf19.3071	MIH1
C3_00810C_A	orf19.1288	FOX2
C3_00820W_A	orf19.1289	SCT1
C3_00830C_A	orf19.6155	
C3_00840C_A	orf19.6156	
C3_00850C_A	orf19.6160	
C3_00860W_A	orf19.6163	CSE4
C3_00870W_A	orf19.6164	
C3_00880W_A	orf19.6165	KGD1
C3_00890C_A	orf19.6166	
C3_00900C_A	orf19.6167	AYR1
C3_00910W_A	orf19.6168	
C3_00920W_A	orf19.6169	ATO1
C3_00930W_A	orf19.2496	ATO2
C3_00940W_A	orf19.2498	
C3_00950C_A	orf19.2499	
C3_00960W_A	orf19.2500	
C3_00970W_A	tG(UCC)1	tG(UCC)1
C3_00980W_A	orf19.2501	FLC1
C3_00990C_A	orf19.2503	
C3_01000W_A	orf19.2504	BMS1
C3_01010W_A	orf19.2505	
C3_01020W_A	orf19.2506	
C3_01030W_A	orf19.2507	ARP9
C3_01040C_A	orf19.2508	PRM9
C3_01050C_A	orf19.2509	
C3_01060W_A	orf19.2509.1	
C3_01070C_A	orf19.2510	
C3_01080W_A	orf19.2511.1	MRPL33
C3_01090W_A	orf19.2511.2	
C3_01100W_A	orf19.2512	
C3_01110C_A	orf19.2513	
C3_01120W_A	orf19.2514	
C3_01130C_A	orf19.2515	
C3_01140W_A	orf19.2516	
C3_01150C_A	orf19.158	
C3_01160W_A	orf19.3153	MSS4
C3_01170W_A	orf19.3154	
C3_01180C_A	orf19.3156	
C3_01190C_A	orf19.3158	
C3_01200W_A	orf19.3159	UTP20
C3_01210C_A	orf19.1730	
C3_01220W_A	orf19.1729	
C3_01230C_A	orf19.1728	
C3_01240C_A	tR(CCU)1	tR(CCU)1
C3_01250W_A	orf19.1727	PMC1
C3_01260C_A	orf19.1725	
C3_01270W_A	orf19.1724	
C3_01280W_A	orf19.1723	
C3_01290W_A	orf19.1722	
C3_01300C_A	orf19.1721	NCE103
C3_01310W_A	orf19.1720	
C3_01320C_A	orf19.1719	SGA1
C3_01330W_A	orf19.1718	ZCF8
C3_01340W_A	orf19.1717	
C3_01350C_A	orf19.1716	URA3
C3_01360C_A	orf19.1715	IRO1
C3_01370C_A	orf19.1714	PGA44
C3_01390C_A	orf19.1712	GEA2
C3_01400W_A	orf19.1711	END3
C3_01410C_A	orf19.1710	ALI1
C3_01420C_A	orf19.1709	
C3_01430W_A	orf19.1708	
C3_01440C_A	orf19.1707	
C3_01450C_A	orf19.1706	MET18
C3_01460C_A	orf19.1704	FOX3
C3_01470W_A	orf19.1702	ARF3
C3_01480C_A	orf19.1701	RKI1
C3_01490W_A	orf19.1700	RPS7A
C3_01500C_A	orf19.1699	BZZ1
C3_01510W_A	orf19.1698	
C3_01520C_A	orf19.1697	
C3_01530C_A	orf19.1693	CAS4
C3_01540W_A	orf19.1691	
C3_01550C_A	orf19.1690	TOS1
C3_01560W_A	orf19.1687	
C3_01570W_A	orf19.1686	
C3_01580W_A	orf19.1685	ZCF7
C3_01590W_A	orf19.1684	
C3_01600W_A	orf19.1683	PPH21
C3_01610W_A	orf19.1682	
C3_01620W_A	orf19.1681	
C3_01630W_A	orf19.1680	TFP1
C3_01640C_A	orf19.1679	
C3_01660W_A	orf19.1678	
C3_01670W_A	orf19.1677	
C3_01680C_A	orf19.1676	
C3_01690W_A	orf19.1675	
C3_01700W_A	orf19.1674	CDC53
C3_01710C_A	orf19.1673	PPT1
C3_01720C_A	orf19.1672	
C3_01730C_A	orf19.1671	UTR2
C3_01740C_A	orf19.1671.1	
C3_01750C_A	orf19.1670	BRO1
C3_01760W_A	orf19.1669	AFG3
C3_01770C_A	orf19.1668	
C3_01780C_A	orf19.1667.1	
C3_01790C_A	orf19.1667	
C3_01800C_A	orf19.1666	
C3_01810C_A	orf19.1665	MNT1
C3_01820W_A	orf19.1664	
C3_01830C_A	orf19.1663	MNT2
C3_01840C_A	tV(AAC)2	tV(AAC)2
C3_01850W_A	orf19.1662	
C3_01860C_A	orf19.1661	DBP5
C3_01870C_A	tK(UUU)1	tK(UUU)1
C3_01880W_A	orf19.1659	ALG8
C3_01890C_A	orf19.1658	
C3_01900C_A	orf19.1656	
C3_01910C_A	orf19.1655.3	
C3_01920C_A	tY(GUA)2	tY(GUA)2
C3_01930W_A	orf19.1655	PXP2
C3_01940C_A	orf19.1654	
C3_01950C_A	orf19.1653	
C3_01960C_A	orf19.1652	POX1-3
C3_01970C_A	orf19.1651	
C3_01980C_A	orf19.1650	TOM6
C3_01990W_A	orf19.1649	RNA1
C3_02000W_A	orf19.1648	RAD50
C3_02010C_A	orf19.1647	
C3_02020W_A	orf19.1646	
C3_02030W_A	orf19.1643	
C3_02040C_A	orf19.1642	
C3_02050C_A	tE(UUC)2	tE(UUC)2
C3_02060W_A	orf19.1641	
C3_02070C_A	orf19.1639	
C3_02080W_A	orf19.1638	
C3_02090C_A	orf19.1637	
C3_02100W_A	orf19.1636	STE50
C3_02110W_A	orf19.1635	RPL12
C3_02120W_A	orf19.1634	
C3_02130W_A	orf19.1633	UTP4
C3_02140C_A	orf19.1632	
C3_02150C_A	orf19.1631	ERG6
C3_02160C_A	orf19.1630	
C3_02170C_A	orf19.1628	LAP41
C3_02180C_A	orf19.1626	
C3_02190C_A	orf19.1625	
C3_02200W_A	orf19.1624.1	
C3_02210C_A	orf19.1624	
C3_02220W_A	orf19.1623	CAP1
C3_02230C_A	orf19.1622	YCG1
C3_02240C_A	orf19.1621	GPA2
C3_02250C_A	orf19.1620	
C3_02260C_A	orf19.1619	
C3_02270W_A	orf19.1618.1	
C3_02280C_A	orf19.1618	GFA1
C3_02290W_A	orf19.1617	
C3_02300W_A	orf19.1616	FGR23
C3_02310W_A	orf19.1614	MEP1
C3_02320W_A	orf19.1613	ILV2
C3_02330C_A	orf19.1611	
C3_02340W_A	orf19.1610	
C3_02350W_A	orf19.1609	
C3_02360C_A	orf19.1608	
C3_02370C_A	orf19.1607	ALR1
C3_02390W_A	orf19.1606	
C3_02400C_A	orf19.227	COX7
C3_02410C_A	orf19.229	
C3_02420C_A	orf19.230	
C3_02430W_A	orf19.231	APL2
C3_02440C_A	orf19.232	MED7
C3_02450W_A	orf19.233.1	HRT1
C3_02460C_A	orf19.234	PHA2
C3_02470C_A	orf19.236	RPL9B
C3_02480C_A	orf19.238	CCP1
C3_02490C_A	orf19.239	
C3_02500W_A	orf19.240	PAM17
C3_02510C_A	orf19.242	SAP8
C3_02520W_A	tM(CAU)1	tM(CAU)1
C3_02530W_A	orf19.242.2	YSY6
C3_02540C_A	orf19.243	OXR1
C3_02550C_A	orf19.244	DCG1
C3_02560W_A	orf19.245	DDC1
C3_02570W_A	orf19.246	
C3_02580C_A	orf19.247	
C3_02590W_A	orf19.248	APL5
C3_02600C_A	orf19.250	SLC1
C3_02610C_A	orf19.251	GLX3
C3_02620C_A	orf19.252	
C3_02630C_A	orf19.254	
C3_02640C_A	orf19.255	ZCF1
C3_02650W_A	orf19.257	
C3_02660W_A	orf19.258	
C3_02670W_A	orf19.259	
C3_02680C_A	orf19.260	SLD1
C3_02690C_A	orf19.261	
C3_02700W_A	orf19.262	SMC3
C3_02710W_A	orf19.263.1	
C3_02720W_A	orf19.264	
C3_02730C_A	tF(GAA)1	tF(GAA)1
C3_02740C_A	tR(UCU)1	tR(UCU)1
C3_02750W_A	orf19.265	
C3_02760C_A	orf19.267	
C3_02770C_A	orf19.268	
C3_02780W_A	orf19.269	SES1
C3_02790W_A	orf19.270	
C3_02800W_A	orf19.271	ADH4
C3_02810C_A	orf19.272	FAA21
C3_02820C_A	orf19.273	NSG2
C3_02830W_A	orf19.274	TFC4
C3_02840W_A	orf19.275	
C3_02850C_A	orf19.276	
C3_02860W_A	orf19.277	THI6
C3_02870C_A	orf19.278	
C3_02880W_A	orf19.279	
C3_02890C_A	orf19.280	
C3_02900W_A	orf19.281	
C3_02910W_A	orf19.284	
C3_02920W_A	orf19.285	
C3_02930W_A	orf19.286	
C3_02940C_A	orf19.287	NUO2
C3_02950C_A	orf19.288	MET13
C3_02960C_A	orf19.290	KRE5
C3_02970C_A	orf19.291	
C3_02980C_A	orf19.292	
C3_02990C_A	orf19.295	
C3_03000W_A	orf19.296	
C3_03010C_A	orf19.297	DTD2
C3_03020W_A	orf19.298	
C3_03030C_A	orf19.299	ECM14
C3_03040W_A	orf19.300	AIP2
C3_03050C_A	orf19.301	PGA18
C3_03060W_A	orf19.302	
C3_03070W_A	orf19.304	
C3_03080W_A	orf19.305	
C3_03090W_A	orf19.306	USO5
C3_03100C_A	orf19.307	
C3_03110W_A	orf19.308	
C3_03120C_A	orf19.309	DAL5
C3_03130C_A	orf19.310	
C3_03140C_A	orf19.313	DAL4
C3_03150W_A	orf19.314	
C3_03160C_A	orf19.315	
C3_03170W_A	orf19.316	SEC13
C3_03180C_A	orf19.317	PNP1
C3_03190C_A	orf19.318	
C3_03200C_A	orf19.319	
C3_03210W_A	orf19.320	
C3_03220C_A	tK(CUU)1	tK(CUU)1
C3_03230C_A	orf19.321	
C3_03240C_A	orf19.322	
C3_03250W_A	orf19.323	
C3_03260W_A	orf19.325	
C3_03270W_A	orf19.326	
C3_03280C_A	orf19.327	HTA3
C3_03290C_A	orf19.328	NPR2
C3_03300C_A	orf19.329	
C3_03310C_A	orf19.331	
C3_03320W_A	orf19.330.1	RUB1
C3_03330C_A	orf19.332	
C3_03340C_A	orf19.332.1	
C3_03350W_A	tE(UUC)1	tE(UUC)1
C3_03360W_A	orf19.333	FCY2
C3_03370C_A	orf19.334	
C3_03380W_A	orf19.335	
C3_03390C_A	orf19.336	YAH1
C3_03400C_A	orf19.337	VTI1
C3_03410C_A	orf19.338	
C3_03420C_A	orf19.339	NDE1
C3_03430C_A	orf19.340	
C3_03440C_A	orf19.341	
C3_03450C_A	orf19.342	BMT7
C3_03460C_A	orf19.344	
C3_03470W_A	orf19.345	
C3_03480C_A	orf19.346	ALT1
C3_03490W_A	orf19.347	RSN1
C3_03500W_A	orf19.348	SKN2
C3_03510C_A	orf19.349	
C3_03520C_A	orf19.350	PRE9
C3_03530W_A	orf19.351	
C3_03540W_A	orf19.352	
C3_03550C_A	orf19.353	ULP1
C3_03560W_A	orf19.354	
C3_03570C_A	orf19.355	
C3_03580C_A	orf19.356	GTT13
C3_03590W_A	orf19.357	
C3_03600C_A	orf19.359	GTT12
C3_03610W_A	orf19.360	FUR4
C3_03620C_A	orf19.6957	
C3_03630W_A	orf19.6958	ECM18
C3_03640W_A	orf19.6956	DAL9
C3_03650W_A	orf19.6955	HBR3
C3_03660W_A	orf19.6953	IRS4
C3_03670W_A	orf19.6952	
C3_03680W_A	orf19.6951	
C3_03690W_A	orf19.6950	
C3_03700C_A	orf19.6949	
C3_03710W_A	orf19.6948	CCC1
C3_03720W_A	orf19.6947	GTT11
C3_03730C_A	orf19.6944	PHB1
C3_03740W_A	orf19.6943	
C3_03750C_A	orf19.6942	ORC3
C3_03760W_A	orf19.6941	
C3_03770C_A	orf19.6939	
C3_03780W_A	orf19.6940	
C3_03790W_A	orf19.6938	MEU1
C3_03800W_A	orf19.6937	PTR22
C3_03810W_A	orf19.6936	RAD53
C3_03820C_A	orf19.6934	
C3_03830W_A	orf19.6933	
C3_03840C_A	orf19.6931	
C3_03850C_A	orf19.6930	SOL1
C3_03860W_A	orf19.6929	
C3_03870C_A	orf19.6928	SAP9
C3_03880C_A	orf19.6927	PEP8
C3_03890W_A	orf19.6926	CSC25
C3_03900C_A	orf19.6925	HTB1
C3_03910W_A	orf19.6924	HTA1
C3_03920W_A	orf19.6923.1	
C3_03930W_A	orf19.6923	
C3_03940C_A	orf19.2813	
C3_03970W_A	orf19.6922	
C3_03980C_A	orf19.2812	
C3_03990C_A	orf19.2810	AAP1
C3_04000C_A	orf19.2809	CTN3
C3_04010C_A	tE(UUC)6	tE(UUC)6
C3_04020C_A	orf19.2808	ZCF16
C3_04030C_A	orf19.2805	PEX8
C3_04040W_A	orf19.2804	
C3_04050W_A	tA(AGC)2	tA(AGC)2
C3_04060C_A	orf19.2803	HEM13
C3_04070C_A	orf19.918	CDR11
C3_04080W_A	orf19.913.2	
C3_04090W_A	orf19.5854	SBP1
C3_04100W_A	orf19.5854.1	
C3_04110C_A	orf19.5855	MBP1
C3_04120C_A	orf19.5856	
C3_04130W_A	orf19.5857	
C3_04140C_A	orf19.5858	EGD2
C3_04150W_A	snR17A	
C3_04160W_A	orf19.5859	DAL8
C3_04170W_A	orf19.5860	
C3_04180W_A	orf19.5861	KRE9
C3_04190W_A	orf19.5861.1	
C3_04200W_A	orf19.5862	AFP99
C3_04210W_A	orf19.5863	
C3_04220C_A	orf19.5864	URK1
C3_04230W_A	orf19.5865	
C3_04240C_A	orf19.5866	
C3_04250W_A	orf19.5867	WSC1
C3_04260W_A	orf19.5869	
C3_04270C_A	orf19.5870	CTP1
C3_04290C_A	orf19.5871	SNF5
C3_04300C_A	orf19.5873	POL1
C3_04310C_A	orf19.5874	
C3_04320W_A	orf19.5875	VAM3
C3_04330C_A	orf19.5876	
C3_04340W_A	orf19.5877	ATF1
C3_04350C_A	orf19.5879	
C3_04360W_A	orf19.5880	
C3_04370C_A	orf19.5884	
C3_04380C_A	orf19.5885	
C3_04390W_A	orf19.5886	CUP5
C3_04400C_A	orf19.5887	NUP85
C3_04410C_A	orf19.5890	
C3_04420W_A	orf19.5892	
C3_04430W_A	orf19.5893	RIP1
C3_04440C_A	orf19.5894	
C3_04450C_A	orf19.5896	
C3_04460W_A	orf19.5897	
C3_04470W_A	orf19.5901	PKC1
C3_04480C_A	orf19.5902	RAS2
C3_04490W_A	orf19.5903	RAX1
C3_04500C_A	orf19.5904	RPL19A
C3_04510W_A	orf19.5905	
C3_04520C_A	orf19.5906	ADE2
C3_04530C_A	orf19.5908	TEC1
C3_04540C_A	orf19.5910	
C3_04550C_A	orf19.5911	CMK1
C3_04560W_A	orf19.5912	MAK21
C3_04570C_A	orf19.5915	DUR35
C3_04580C_A	orf19.5917	STP1
C3_04590W_A	orf19.5917.3	
C3_04600C_A	orf19.5918	
C3_04610W_A	orf19.5919	MEA1
C3_04620C_A	orf19.5920	
C3_04630W_A	orf19.5921	
C3_04640W_A	orf19.5924	ZCF31
C3_04650W_A	orf19.5925	
C3_04660C_A	orf19.5926	ARG11
C3_04670C_A	orf19.5927	RPS15
C3_04680W_A	orf19.5928	RPP2B
C3_04690C_A	orf19.5929	
C3_04700W_A	orf19.5930	
C3_04710W_A	orf19.5931	ARV1
C3_04720C_A	orf19.5932	
